Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426471	TFOE_1124_0353	Rv0353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426471/suppl		Tige Rustad	4-Jul-14
GSM1426472	TFOE_6732_0353	Rv0353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426472/suppl		Tige Rustad	4-Jul-14
GSM1426473	TFOE_9336_0353	Rv0353	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426473/suppl		Tige Rustad	4-Jul-14
GSM1426474	TFOE_6782_0377	Rv0377	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426474/suppl		Tige Rustad	4-Jul-14
GSM1426475	TFOE_6963_0377_B	Rv0377	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426475/suppl		Tige Rustad	4-Jul-14
GSM1426476	TFOE_7521_0377_C	Rv0377	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426476/suppl		Tige Rustad	4-Jul-14
GSM1426477	TFOE_2006_0445c	Rv0445	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426477/suppl		Tige Rustad	4-Jul-14
GSM1426478	TFOE_2579_0445c_B	Rv0445	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426478/suppl		Tige Rustad	4-Jul-14
GSM1426479	TFOE_7012_0445c_C	Rv0445	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426479/suppl		Tige Rustad	4-Jul-14
GSM1426480	TFOE_2520_0452	Rv0452	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426480/suppl		Tige Rustad	4-Jul-14
GSM1426481	TFOE_4248_0452	Rv0452	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426481/suppl		Tige Rustad	4-Jul-14
GSM1426482	TFOE_7468_0452	Rv0452	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426482/suppl		Tige Rustad	4-Jul-14
GSM1426483	TFOE_2670_0465c_a	Rv0465	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426483/suppl		Tige Rustad	4-Jul-14
GSM1426484	TFOE_5809_0465c_C	Rv0465	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426484/suppl		Tige Rustad	4-Jul-14
GSM1426485	TFOE_7861_0465c_b	Rv0465	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426485/suppl		Tige Rustad	4-Jul-14
GSM1426486	TFOE_8951_0465c_c	Rv0465	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426486/suppl		Tige Rustad	4-Jul-14
GSM1426487	TFOE_9476_0465c_B	Rv0465	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426487/suppl		Tige Rustad	4-Jul-14
GSM1426488	TFOE_3221_0472c	Rv0472	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426488/suppl		Tige Rustad	4-Jul-14
GSM1426489	TFOE_5648_0472c	Rv0472	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426489/suppl		Tige Rustad	4-Jul-14
GSM1426490	TFOE_8690_0472c	Rv0472	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426490/suppl		Tige Rustad	4-Jul-14
GSM1426491	TFOE_1557_0474_B	Rv0474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426491/suppl		Tige Rustad	4-Jul-14
GSM1426492	TFOE_1632_0474_C	Rv0474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426492/suppl		Tige Rustad	4-Jul-14
GSM1426493	TFOE_6945_0474_A	Rv0474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426493/suppl		Tige Rustad	4-Jul-14
GSM1426494	TFOE_9656_0474_B	Rv0474	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426494/suppl		Tige Rustad	4-Jul-14
GSM1426495	TFOE_1488_0485	Rv0485	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426495/suppl		Tige Rustad	4-Jul-14
GSM1426496	TFOE_1660_0485_B	Rv0485	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426496/suppl		Tige Rustad	4-Jul-14
GSM1426497	TFOE_5597_0485_C	Rv0485	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426497/suppl		Tige Rustad	4-Jul-14
GSM1426498	TFOE_2722_0491	Rv0491	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426498/suppl		Tige Rustad	4-Jul-14
GSM1426499	TFOE_7387_0491_B	Rv0491	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426499/suppl		Tige Rustad	4-Jul-14
GSM1426500	TFOE_9310_0491_C	Rv0491	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426500/suppl		Tige Rustad	4-Jul-14
GSM1426501	TFOE_1075_0494_A	Rv0494	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426501/suppl		Tige Rustad	4-Jul-14
GSM1426502	TFOE_2101_0494_B	Rv0494	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426502/suppl		Tige Rustad	4-Jul-14
GSM1426503	TFOE_2838_0494_C	Rv0494	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426503/suppl		Tige Rustad	4-Jul-14
GSM1426504	TFOE_9438_0494_B	Rv0494	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426504/suppl		Tige Rustad	4-Jul-14
GSM1426505	TFOE_3439_0560c	Rv0560	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426505/suppl		Tige Rustad	4-Jul-14
GSM1426506	TFOE_6247_0576	Rv0576	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426506/suppl		Tige Rustad	4-Jul-14
GSM1426507	TFOE_6335_0576_B	Rv0576	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426507/suppl		Tige Rustad	4-Jul-14
GSM1426508	TFOE_7778_0576_C	Rv0576	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426508/suppl		Tige Rustad	4-Jul-14
GSM1426509	TFOE_3199_0586_C	Rv0586	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426509/suppl		Tige Rustad	4-Jul-14
GSM1426510	TFOE_4503_0586_B	Rv0586	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426510/suppl		Tige Rustad	4-Jul-14
GSM1426511	TFOE_6778_0586	Rv0586	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426511/suppl		Tige Rustad	4-Jul-14
GSM1426512	TFOE_3450_0599c	Rv0599	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426512/suppl		Tige Rustad	4-Jul-14
GSM1426513	TFOE_4634_0599c	Rv0599	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426513/suppl		Tige Rustad	4-Jul-14
GSM1426514	TFOE_5228_0599c	Rv0599	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426514/suppl		Tige Rustad	4-Jul-14
GSM1426515	TFOE_7656_0602c	Rv0602	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426515/suppl		Tige Rustad	4-Jul-14
GSM1426516	TFOE_8883_0602c	Rv0602	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426516/suppl		Tige Rustad	4-Jul-14
GSM1426517	TFOE_9543_0602c	Rv0602	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426517/suppl		Tige Rustad	4-Jul-14
GSM1426518	TFOE_2238_0608	Rv0608	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426518/suppl		Tige Rustad	4-Jul-14
GSM1426519	TFOE_6605_0608	Rv0608	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426519/suppl		Tige Rustad	4-Jul-14
GSM1426520	TFOE_7909_0608	Rv0608	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426520/suppl		Tige Rustad	4-Jul-14
GSM1426521	TFOE_4083_0623	Rv0623	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426521/suppl		Tige Rustad	4-Jul-14
GSM1426522	TFOE_5155_0623	Rv0623	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426522/suppl		Tige Rustad	4-Jul-14
GSM1426523	TFOE_5381_0623	Rv0623	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426523/suppl		Tige Rustad	4-Jul-14
GSM1426524	TFOE_2192_0653c_B	Rv0653	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426524/suppl		Tige Rustad	4-Jul-14
GSM1426525	TFOE_2952_0653c_A	Rv0653	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426525/suppl		Tige Rustad	4-Jul-14
GSM1426526	TFOE_3495_0653c	Rv0653	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426526/suppl		Tige Rustad	4-Jul-14
GSM1426527	TFOE_3642_0653c	Rv0653	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426527/suppl		Tige Rustad	4-Jul-14
GSM1426528	TFOE_7951_0653c	Rv0653	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426528/suppl		Tige Rustad	4-Jul-14
GSM1426529	TFOE_6482_0674	Rv0674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426529/suppl		Tige Rustad	4-Jul-14
GSM1426530	TFOE_8059_0674	Rv0674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426530/suppl		Tige Rustad	4-Jul-14
GSM1426531	TFOE_9349_0674	Rv0674	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426531/suppl		Tige Rustad	4-Jul-14
GSM1426532	TFOE_2275_0678	Rv0678	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426532/suppl		Tige Rustad	4-Jul-14
GSM1426533	TFOE_3146_0678_1	Rv0678	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426533/suppl		Tige Rustad	4-Jul-14
GSM1426534	TFOE_3146_0678_2	Rv0678	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426534/suppl		Tige Rustad	4-Jul-14
GSM1426535	TFOE_9487_0678	Rv0678	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426535/suppl		Tige Rustad	4-Jul-14
GSM1426536	TFOE_3679_0681	Rv0681	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426536/suppl		Tige Rustad	4-Jul-14
GSM1426537	TFOE_6427_0681	Rv0681	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426537/suppl		Tige Rustad	4-Jul-14
GSM1426538	TFOE_8012_0681	Rv0681	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426538/suppl		Tige Rustad	4-Jul-14
GSM1426539	TFOE_8204_0681	Rv0681	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426539/suppl		Tige Rustad	4-Jul-14
GSM1426540	TFOE_3131_0691c	Rv0691	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426540/suppl		Tige Rustad	4-Jul-14
GSM1426541	TFOE_4945_0691c	Rv0691	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426541/suppl		Tige Rustad	4-Jul-14
GSM1426542	TFOE_8722_0691c	Rv0691	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426542/suppl		Tige Rustad	4-Jul-14
GSM1426543	TFOE_2966_0735	Rv0735	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426543/suppl		Tige Rustad	4-Jul-14
GSM1426544	TFOE_4696_0735	Rv0735	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426544/suppl		Tige Rustad	4-Jul-14
GSM1426545	TFOE_6283_0735	Rv0735	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426545/suppl		Tige Rustad	4-Jul-14
GSM1426546	TFOE_1168_0737	Rv0737	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426546/suppl		Tige Rustad	4-Jul-14
GSM1426547	TFOE_6289_0737	Rv0737	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426547/suppl		Tige Rustad	4-Jul-14
GSM1426548	TFOE_8624_0737	Rv0737	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426548/suppl		Tige Rustad	4-Jul-14
GSM1426549	TFOE_3894_0744c	Rv0744	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426549/suppl		Tige Rustad	4-Jul-14
GSM1426550	TFOE_9126_0744c	Rv0744	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426550/suppl		Tige Rustad	4-Jul-14
GSM1426551	TFOE_9178_0744c	Rv0744	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426551/suppl		Tige Rustad	4-Jul-14
GSM1426552	TFOE_1255_0757_b	Rv0757	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426552/suppl		Tige Rustad	4-Jul-14
GSM1426553	TFOE_1634_0757	Rv0757	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426553/suppl		Tige Rustad	4-Jul-14
GSM1426554	TFOE_2546_0757	Rv0757	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426554/suppl		Tige Rustad	4-Jul-14
GSM1426555	TFOE_2777_0757	Rv0757	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426555/suppl		Tige Rustad	4-Jul-14
GSM1426556	TFOE_2591_0767c	Rv0767	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426556/suppl		Tige Rustad	4-Jul-14
GSM1426557	TFOE_4251_0767c	Rv0767	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426557/suppl		Tige Rustad	4-Jul-14
GSM1426558	TFOE_8010_0767c	Rv0767	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426558/suppl		Tige Rustad	4-Jul-14
GSM1426559	TFOE_3681_0792c	Rv0792	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426559/suppl		Tige Rustad	4-Jul-14
GSM1426560	TFOE_4612_0792c	Rv0792	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426560/suppl		Tige Rustad	4-Jul-14
GSM1426561	TFOE_6352_0792c	Rv0792	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426561/suppl		Tige Rustad	4-Jul-14
GSM1426562	TFOE_6585_0792c	Rv0792	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426562/suppl		Tige Rustad	4-Jul-14
GSM1426563	TFOE_8354_0792c_C	Rv0792	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426563/suppl		Tige Rustad	4-Jul-14
GSM1426564	TFOE_4698_0818	Rv0818	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426564/suppl		Tige Rustad	4-Jul-14
GSM1426565	TFOE_5762_0818	Rv0818	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426565/suppl		Tige Rustad	4-Jul-14
GSM1426566	TFOE_6079_0818	Rv0818	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426566/suppl		Tige Rustad	4-Jul-14
GSM1426567	TFOE_4668_0821c	Rv0821	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426567/suppl		Tige Rustad	4-Jul-14
GSM1426568	TFOE_5436_0821c	Rv0821	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426568/suppl		Tige Rustad	4-Jul-14
GSM1426569	TFOE_9343_0821c	Rv0821	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426569/suppl		Tige Rustad	4-Jul-14
GSM1426570	TFOE_1363_0823c_B	Rv0823	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426570/suppl		Tige Rustad	4-Jul-14
GSM1426571	TFOE_5531_0823c	Rv0823	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426571/suppl		Tige Rustad	4-Jul-14
GSM1426572	TFOE_6386_0823c	Rv0823	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426572/suppl		Tige Rustad	4-Jul-14
GSM1426573	TFOE_7749_0823c	Rv0823	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426573/suppl		Tige Rustad	4-Jul-14
GSM1426574	TFOE_7662_0827c_A	Rv0827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426574/suppl		Tige Rustad	4-Jul-14
GSM1426575	TFOE_9113_0827c_B	Rv0827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426575/suppl		Tige Rustad	4-Jul-14
GSM1426576	TFOE_9505_0827c	Rv0827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426576/suppl		Tige Rustad	4-Jul-14
