Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426789	TFOE_8195_2034	Rv2034	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426789/suppl		Tige Rustad	4-Jul-14
GSM1426790	TFOE_3843_2069	Rv2069	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426790/suppl		Tige Rustad	4-Jul-14
GSM1426791	TFOE_6208_2069	Rv2069	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426791/suppl		Tige Rustad	4-Jul-14
GSM1426792	TFOE_9229_2069	Rv2069	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426792/suppl		Tige Rustad	4-Jul-14
GSM1426793	TFOE_2095_2160A	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426793/suppl		Tige Rustad	4-Jul-14
GSM1426794	TFOE_3073_2160A	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426794/suppl		Tige Rustad	4-Jul-14
GSM1426795	TFOE_9954_2160A	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426795/suppl		Tige Rustad	4-Jul-14
GSM1426796	TFOE_2741_2160c	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426796/suppl		Tige Rustad	4-Jul-14
GSM1426797	TFOE_5513_2160c	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426797/suppl		Tige Rustad	4-Jul-14
GSM1426798	TFOE_7707_2160c	Rv2160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426798/suppl		Tige Rustad	4-Jul-14
GSM1426799	TFOE_1515_2175c	Rv2175	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426799/suppl		Tige Rustad	4-Jul-14
GSM1426800	TFOE_2247_2175c	Rv2175	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426800/suppl		Tige Rustad	4-Jul-14
GSM1426801	TFOE_8331_2175c	Rv2175	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426801/suppl		Tige Rustad	4-Jul-14
GSM1426802	TFOE_1260_2242	Rv2242	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426802/suppl		Tige Rustad	4-Jul-14
GSM1426803	TFOE_7452_2242	Rv2242	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426803/suppl		Tige Rustad	4-Jul-14
GSM1426804	TFOE_7587_2242	Rv2242	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426804/suppl		Tige Rustad	4-Jul-14
GSM1426805	TFOE_1288_2250c	Rv2250	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426805/suppl		Tige Rustad	4-Jul-14
GSM1426806	TFOE_3837_2250c	Rv2250	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426806/suppl		Tige Rustad	4-Jul-14
GSM1426807	TFOE_9789_2250c	Rv2250	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426807/suppl		Tige Rustad	4-Jul-14
GSM1426808	TFOE_5114_2258c	Rv2258	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426808/suppl		Tige Rustad	4-Jul-14
GSM1426809	TFOE_5119_2258c	Rv2258	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426809/suppl		Tige Rustad	4-Jul-14
GSM1426810	TFOE_5144_2258c	Rv2258	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426810/suppl		Tige Rustad	4-Jul-14
GSM1426811	TFOE_6543_2258c	Rv2258	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426811/suppl		Tige Rustad	4-Jul-14
GSM1426812	TFOE_3598_2282c	Rv2282	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426812/suppl		Tige Rustad	4-Jul-14
GSM1426813	TFOE_5689_2282c	Rv2282	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426813/suppl		Tige Rustad	4-Jul-14
GSM1426814	TFOE_8575_2282c	Rv2282	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426814/suppl		Tige Rustad	4-Jul-14
GSM1426815	TFOE_5002_2324	Rv2324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426815/suppl		Tige Rustad	4-Jul-14
GSM1426816	TFOE_7476_2324	Rv2324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426816/suppl		Tige Rustad	4-Jul-14
GSM1426817	TFOE_7609_2324	Rv2324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426817/suppl		Tige Rustad	4-Jul-14
GSM1426818	TFOE_9292_2324	Rv2324	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426818/suppl		Tige Rustad	4-Jul-14
GSM1426819	TFOE_1446_2359	Rv2359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426819/suppl		Tige Rustad	4-Jul-14
GSM1426820	TFOE_2009_2359_A	Rv2359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426820/suppl		Tige Rustad	4-Jul-14
GSM1426821	TFOE_4270_2359	Rv2359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426821/suppl		Tige Rustad	4-Jul-14
GSM1426822	TFOE_7839_2359_B	Rv2359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426822/suppl		Tige Rustad	4-Jul-14
GSM1426823	TFOE_8900_2359	Rv2359	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426823/suppl		Tige Rustad	4-Jul-14
GSM1426824	TFOE_2973_2374c	Rv2374	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426824/suppl		Tige Rustad	4-Jul-14
GSM1426825	TFOE_9655_2374c	Rv2374	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426825/suppl		Tige Rustad	4-Jul-14
GSM1426826	TFOE_9916_2374c	Rv2374	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426826/suppl		Tige Rustad	4-Jul-14
GSM1426827	TFOE_2550_2478c	Rv2478	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426827/suppl		Tige Rustad	4-Jul-14
GSM1426828	TFOE_6098_2478c	Rv2478	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426828/suppl		Tige Rustad	4-Jul-14
GSM1426829	TFOE_8824_2478c	Rv2478	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426829/suppl		Tige Rustad	4-Jul-14
GSM1426830	TFOE_1875_2488c	Rv2488	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426830/suppl		Tige Rustad	4-Jul-14
GSM1426831	TFOE_5527_2488c	Rv2488	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426831/suppl		Tige Rustad	4-Jul-14
GSM1426832	TFOE_4000_2506	Rv2506	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426832/suppl		Tige Rustad	4-Jul-14
GSM1426833	TFOE_8402_2506	Rv2506	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426833/suppl		Tige Rustad	4-Jul-14
GSM1426834	TFOE_8765_2506	Rv2506	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426834/suppl		Tige Rustad	4-Jul-14
GSM1426835	TFOE_2370_2595	Rv2595	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426835/suppl		Tige Rustad	4-Jul-14
GSM1426836	TFOE_5359_2595	Rv2595	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426836/suppl		Tige Rustad	4-Jul-14
GSM1426837	TFOE_7928_2595	Rv2595	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426837/suppl		Tige Rustad	4-Jul-14
GSM1426838	TFOE_1371_2621c	Rv2621	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426838/suppl		Tige Rustad	4-Jul-14
GSM1426839	TFOE_3554_2621c	Rv2621	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426839/suppl		Tige Rustad	4-Jul-14
GSM1426840	TFOE_6902_2621c	Rv2621	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426840/suppl		Tige Rustad	4-Jul-14
GSM1426841	TFOE_1608_2640c	Rv2640	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426841/suppl		Tige Rustad	4-Jul-14
GSM1426842	TFOE_3286_2640c	Rv2640	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426842/suppl		Tige Rustad	4-Jul-14
GSM1426843	TFOE_3535_2640c	Rv2640	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426843/suppl		Tige Rustad	4-Jul-14
GSM1426844	TFOE_7229_2640c	Rv2640	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426844/suppl		Tige Rustad	4-Jul-14
GSM1426845	TFOE_5185_2642_B	Rv2642	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426845/suppl		Tige Rustad	4-Jul-14
GSM1426846	TFOE_6112_2642	Rv2642	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426846/suppl		Tige Rustad	4-Jul-14
GSM1426847	TFOE_6126_2642	Rv2642	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426847/suppl		Tige Rustad	4-Jul-14
GSM1426848	TFOE_5176_2642	Rv2642	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426848/suppl		Tige Rustad	4-Jul-14
GSM1426849	TFOE_7096_2642	Rv2642	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426849/suppl		Tige Rustad	4-Jul-14
GSM1426850	TFOE_5523_2703	Rv2703	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426850/suppl		Tige Rustad	4-Jul-14
GSM1426851	TFOE_7260_2703	Rv2703	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426851/suppl		Tige Rustad	4-Jul-14
GSM1426852	TFOE_9973_2703	Rv2703	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426852/suppl		Tige Rustad	4-Jul-14
GSM1426853	TFOE_3093_2710	Rv2710	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426853/suppl		Tige Rustad	4-Jul-14
GSM1426854	TFOE_5281_2710	Rv2710	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426854/suppl		Tige Rustad	4-Jul-14
GSM1426855	TFOE_6068_2710	Rv2710	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426855/suppl		Tige Rustad	4-Jul-14
GSM1426856	TFOE_0700_2711	Rv2711	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426856/suppl		Tige Rustad	4-Jul-14
GSM1426857	TFOE_1580_2711	Rv2711	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426857/suppl		Tige Rustad	4-Jul-14
GSM1426858	TFOE_4740_2711	Rv2711	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426858/suppl		Tige Rustad	4-Jul-14
GSM1426859	TFOE_1958_2720_B	Rv2720	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426859/suppl		Tige Rustad	4-Jul-14
GSM1426860	TFOE_2792_2720	Rv2720	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426860/suppl		Tige Rustad	4-Jul-14
GSM1426861	TFOE_4405_2720_C	Rv2720	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426861/suppl		Tige Rustad	4-Jul-14
GSM1426862	TFOE_8166_2720_A	Rv2720	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426862/suppl		Tige Rustad	4-Jul-14
GSM1426863	TFOE_8203_2720	Rv2720	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426863/suppl		Tige Rustad	4-Jul-14
GSM1426864	TFOE_1356_2745c_B	Rv2745	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426864/suppl		Tige Rustad	4-Jul-14
GSM1426865	TFOE_6563_2745c_A	Rv2745	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426865/suppl		Tige Rustad	4-Jul-14
GSM1426866	TFOE_7817_2745c	Rv2745	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426866/suppl		Tige Rustad	4-Jul-14
GSM1426867	TFOE_9629_2745c	Rv2745	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426867/suppl		Tige Rustad	4-Jul-14
GSM1426868	TFOE_1738_2760c	Rv2760	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426868/suppl		Tige Rustad	4-Jul-14
GSM1426869	TFOE_3097_2760c	Rv2760	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426869/suppl		Tige Rustad	4-Jul-14
GSM1426870	TFOE_6773_2760c	Rv2760	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426870/suppl		Tige Rustad	4-Jul-14
GSM1426871	TFOE_4478_2779c	Rv2779	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426871/suppl		Tige Rustad	4-Jul-14
GSM1426872	TFOE_6954_2779c	Rv2779	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426872/suppl		Tige Rustad	4-Jul-14
GSM1426873	TFOE_8611_2779c	Rv2779	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426873/suppl		Tige Rustad	4-Jul-14
GSM1426874	TFOE_2915_2788	Rv2788	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426874/suppl		Tige Rustad	4-Jul-14
GSM1426875	TFOE_5811_2788	Rv2788	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426875/suppl		Tige Rustad	4-Jul-14
GSM1426876	TFOE_7703_2788	Rv2788	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426876/suppl		Tige Rustad	4-Jul-14
GSM1426877	TFOE_4460_2827c	Rv2827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426877/suppl		Tige Rustad	4-Jul-14
GSM1426878	TFOE_5952_2827c	Rv2827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426878/suppl		Tige Rustad	4-Jul-14
GSM1426879	TFOE_9441_2827c	Rv2827	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426879/suppl		Tige Rustad	4-Jul-14
GSM1426880	TFOE_1663_2884	Rv2884	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426880/suppl		Tige Rustad	4-Jul-14
GSM1426881	TFOE_2177_2884	Rv2884	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426881/suppl		Tige Rustad	4-Jul-14
GSM1426882	TFOE_9099_2884	Rv2884	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426882/suppl		Tige Rustad	4-Jul-14
GSM1426883	TFOE_1147_2887	Rv2887	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426883/suppl		Tige Rustad	4-Jul-14
GSM1426884	TFOE_1725_2887	Rv2887	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426884/suppl		Tige Rustad	4-Jul-14
GSM1426885	TFOE_2591_2887	Rv2887	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426885/suppl		Tige Rustad	4-Jul-14
GSM1426886	TFOE_4976_2912c	Rv2912	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426886/suppl		Tige Rustad	4-Jul-14
GSM1426887	TFOE_6566_2912c	Rv2912	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426887/suppl		Tige Rustad	4-Jul-14
GSM1426888	TFOE_7388_2912c	Rv2912	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426888/suppl		Tige Rustad	4-Jul-14
GSM1426889	TFOE_2753_2986c	Rv2986	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426889/suppl		Tige Rustad	4-Jul-14
GSM1426890	TFOE_8073_2986c	Rv2986	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426890/suppl		Tige Rustad	4-Jul-14
GSM1426891	TFOE_9036_2986c	Rv2986	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426891/suppl		Tige Rustad	4-Jul-14
GSM1426892	TFOE_1155_2989	Rv2989	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426892/suppl		Tige Rustad	4-Jul-14
GSM1426893	TFOE_3550_2989	Rv2989	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426893/suppl		Tige Rustad	4-Jul-14
GSM1426894	TFOE_6862_2989	Rv2989	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426894/suppl		Tige Rustad	4-Jul-14
