,Gene Expr MI Eigenvector Centrality
Rv1838c,0.008889374162839142
Rv1839c,0.009493588638332646
Rv1840c,0.007981427131448364
Rv1841c,0.016920356110641976
Rv1842c,0.013003621837071258
Rv1843c,0.011835191374549605
Rv1844c,0.010533502075240607
Rv1845c,0.013413711816526343
Rv1846c,0.017805141271488526
Rv1848,0.011476246652694248
Rv1849,0.010711828607759225
Rv1850,0.017486914475277584
Rv1851,0.01268006148472678
Rv1852,0.012689608138259423
Rv1853,0.016670194112610514
Rv1854c,0.015955581329013716
Rv1855c,0.012697099558340351
Rv1856c,0.01566371574442177
Rv1857,0.01695157890272846
Rv1858,0.015901081544027154
Rv1859,0.016032196164705442
Rv1860,0.019613437967354996
Rv1861,0.013328402280807597
Rv1862,0.017799370462428087
Rv1863c,0.011609780879598462
Rv1864c,0.01333896139713694
Rv1865c,0.012854514274614908
Rv1866,0.015739735303777615
Rv1867,0.0191748828769311
Rv1868,0.017822633280494767
Rv1869c,0.021297429786516234
Rv1870c,0.017838116857127512
Rv1871c,0.016866860311597377
Rv1872c,0.01714167964487862
Rv1873,0.01330908428734604
Rv1874,0.014040289065442172
Rv1875,0.01715449033842911
Rv1876,0.012946632955253154
Rv1877,0.014356867925414754
Rv1878,0.019223848751729257
Rv1879,0.01759504173760278
Rv1880c,0.01434510852713893
Rv1881c,0.01482807666909157
Rv1882c,0.01915034972886604
Rv1883c,0.013643008887159698
Rv1884c,0.014885503162362352
Rv1885c,0.021618892918570255
Rv1886c,0.02133503049162463
Rv1887,0.012905884317702527
Rv1890c,0.009682141271591274
Rv1891,0.015565978744988515
Rv1892,0.015144509722292839
Rv1893,0.01798491490324139
Rv1894c,0.018756097193864743
Rv1895,0.02114989624929156
Rv1896c,0.012279954933470352
Rv1897c,0.013863318040598557
Rv1898,0.014309874218390514
Rv1899c,0.010654541006646307
Rv1900c,0.015571001900288834
Rv1901,0.017095496185740893
Rv1902c,0.01558376464009996
Rv1903,0.011058527503266295
Rv1904,0.016054797950332354
Rv1905c,0.014909139674934459
Rv1906c,0.013900457709428382
Rv1907c,0.01566070548635435
Rv1908c,0.017017612602965554
Rv1909c,0.019066244722742803
Rv1910c,0.010964190128361515
Rv1911c,0.01255140303547811
Rv1912c,0.01348059309727345
Rv1913,0.01588831971033291
Rv1914c,0.012449141012097617
Rv1915,0.015446197655037217
Rv1916,0.017877229040764973
Rv1917c,0.013060077117897194
Rv1918c,0.01809956135995375
Rv1919c,0.018486942168088674
Rv1920,0.017990756885288575
Rv1921c,0.0178342850988157
Rv1922,0.01622391006482864
Rv1923,0.017723054026436116
Rv1924c,0.01297400115625924
Rv1925,0.0182234267886354
Rv1926c,0.016140939313139584
Rv1927,0.017795273754175316
Rv1928c,0.010163578849554019
Rv1929c,0.013280742031645995
Rv1930c,0.0150353185903195
Rv1931c,0.01672960876841115
Rv1932,0.021640300656055666
Rv1933c,0.014475524197963722
Rv1934c,0.012273159554330833
Rv1935c,0.01178436249027158
Rv1936,0.01538168719201427
Rv1937,0.014488680753755688
Rv1938,0.013730985207549836
Rv1939,0.013310098451959643
Rv1940,0.014481364259403093
Rv1941,0.019735494215408607
Rv1942c,0.008814141800394621
Rv1944c,0.016786677840520382
Rv1945,0.012879446839952685
Rv1946c,0.012878136180561987
Rv1947,0.02002256891477938
Rv1948c,0.012451151410520259
Rv1950c,0.01778572514129086
Rv1951c,0.01777014891228904
Rv1952,0.009478690498414804
Rv1953,0.010036574941901648
Rv1954c,0.011560701572681012
Rv1955,0.01238934847785122
Rv1956,0.0180116127366286
Rv1957,0.016378458281533257
Rv1958c,0.016445097927105825
Rv1959c,0.016009944127755322
Rv1960c,0.017068003196678744
Rv1961,0.009713427855414881
Rv1962A,0.013135662017985135
Rv1962c,0.01141520646248411
Rv1963c,0.015445757116607752
Rv1964,0.016385101331645568
Rv1965,0.014535002642566503
Rv1966,0.016524879147224787
Rv1967,0.015730066959362823
Rv1968,0.015484977077232448
Rv1969,0.015085073374014941
Rv1970,0.017137176338355715
Rv1971,0.01591994132602933
Rv1972,0.013879419813203045
Rv1973,0.013496224488887645
Rv1974,0.013170343135886026
Rv1975,0.014192871578997207
Rv1976c,0.012275305175386253
Rv1977,0.01907850085093104
Rv1978,0.012567750441751912
Rv1979c,0.01414104502918831
Rv1980c,0.014170582136770157
Rv1981c,0.011108276404034055
Rv1982A,0.015355262053330336
Rv1982c,0.014068918232336441
Rv1983,0.01215793548925385
Rv1984c,0.01640298965669173
Rv1985c,0.015350993529985296
Rv1986,0.01674812267875248
Rv1987,0.013091101301853942
Rv1988,0.012288014618819761
Rv1989c,0.013153820050015029
Rv1990c,0.016595470765588396
Rv1991A,0.007445033695338853
Rv1991c,0.007962648345341968
Rv1992c,0.012397814305798737
Rv1993c,0.012875211836913144
Rv1994c,0.013177917301832357
Rv1995,0.014002346580063638
Rv1996,0.014815614844353866
Rv1997,0.015254937178340025
Rv1998c,0.011681339711129444
Rv1999c,0.015011694009862436
Rv2000,0.014998501774269936
Rv2001,0.016878226514941336
Rv2002,0.018068435935155624
Rv2003c,0.020021494279256154
Rv2004c,0.020037387368561612
Rv2005c,0.016713781999547272
Rv2006,0.019800209120925064
Rv2007c,0.014539794951067959
Rv2008c,0.01655815933368043
Rv2009,0.016271912589457812
Rv2010,0.016124842974911395
Rv2011c,0.016315274184938472
Rv2012,0.014663375874242393
Rv2015c,0.020145211588058362
Rv2016,0.01231896335358904
Rv2017,0.01294267089827448
Rv2018,0.016657756119996217
Rv2019,0.016939842498268444
Rv2021c,0.01481452032476004
Rv2022c,0.010616033481591527
Rv2023c,0.011834026414784203
Rv2024c,0.019443929534029836
Rv2025c,0.018467753873576416
Rv2026c,0.012487636783692992
Rv2027c,0.014347829103515527
Rv2028c,0.016542219888144114
Rv2029c,0.015593760327250942
Rv2030c,0.014296496698431424
Rv2031c,0.0167366882050788
Rv2032,0.01774900106338063
Rv2033c,0.01964001821211142
Rv2034,0.018949901932148936
Rv2035,0.018598813274580094
Rv2036,0.01937535987451036
Rv2037c,0.01640645263807457
Rv2038c,0.01190594755002131
Rv2039c,0.010091820231973926
Rv2040c,0.010637352741656276
Rv2041c,0.012945802388928942
Rv2042c,0.014615892498919734
Rv2043c,0.01565343624432383
Rv2044c,0.010964916515158789
Rv2045c,0.015647433148556128
Rv2046,0.018252267203719683
Rv2047c,0.02011717720033444
Rv2048c,0.019450842864969783
Rv2049c,0.01376556483008075
Rv2050,0.022582777233198254
Rv2051c,0.014267619033710802
Rv2052c,0.0134715093434041
Rv2053c,0.018092591565902476
Rv2054,0.016350638390045698
Rv2055c,0.00968965796291707
Rv2056c,0.009755202408728897
Rv2057c,0.008592001523831242
Rv2059,0.0165174828491225
Rv2061c,0.01594134399934079
Rv2062c,0.022821686995075446
Rv2063,0.013495376163025747
Rv2063A,0.009586236711172433
Rv2064,0.00828401683018017
Rv2065,0.014303026633519898
Rv2066,0.018595686086234964
Rv2067c,0.015183120355607205
Rv2068c,0.014157160926082536
Rv2069,0.015729967530336054
Rv2070c,0.021999079255680277
Rv2071c,0.01713162919838812
Rv2072c,0.01932292849729579
Rv2073c,0.01916643567143195
Rv2074,0.013549454359885799
Rv2075c,0.016108967592098573
Rv2076c,0.013195539141886245
Rv2077A,0.014175079474734002
Rv2077c,0.019902144384797135
Rv2078,0.008072173441858115
Rv2079,0.014372075757733865
Rv2080,0.01679873512170552
Rv2081c,0.019046826490854447
Rv2082,0.015803111345675157
Rv2083,0.014215131590085342
Rv2084,0.016493260218193334
Rv2085,0.013942059955215236
Rv2086,0.011319897040192824
Rv2088,0.015208831292641015
Rv2089c,0.013938215788924888
Rv2090,0.021446210495316236
Rv2091c,0.010907892655030373
Rv2092c,0.018013678409131432
Rv2093c,0.016035360055513478
Rv2094c,0.011178273297587702
Rv2095c,0.014367474783845185
Rv2096c,0.012736741602540196
Rv2097c,0.014469170759429587
Rv2100,0.020914387629026945
Rv2101,0.021933901586265743
Rv2102,0.02053515066003859
Rv2103c,0.01298424540890989
Rv2104c,0.010533941051808365
Rv2107,0.009107860376496088
Rv2108,0.013063384148494964
Rv2109c,0.015508027718362932
Rv2110c,0.01628871793738337
Rv2111c,0.010287665696886668
Rv2112c,0.020920799574685525
Rv2113,0.019330382601105534
Rv2114,0.01712093322867588
Rv2115c,0.017468898316403185
Rv2116,0.012071268065903324
Rv2117,0.012790723948174874
Rv2118c,0.015801082251240932
Rv2119,0.013990695411930314
Rv2120c,0.017149395010379882
Rv2121c,0.016700559384289534
Rv2122c,0.015565535560154142
Rv2123,0.017069034170479426
Rv2124c,0.011853752470324849
Rv2125,0.012788232507951556
Rv2126c,0.00730163358928833
Rv2127,0.014452717756497186
Rv2128,0.015353698191931501
Rv2129c,0.01596240281413166
Rv2130c,0.016782124223369905
Rv2131c,0.017240704719388877
Rv2132,0.013709780977344
Rv2133c,0.01710713443582121
Rv2134c,0.014359735130149757
Rv2135c,0.014378800801443574
Rv2136c,0.018956329242356948
Rv2137c,0.01865144237791177
Rv2138,0.015537825896973211
Rv2139,0.01719287164457684
Rv2140c,0.01722074918502127
Rv2141c,0.018535474348310696
Rv2142A,0.01236920202977026
Rv2142c,0.009409234172791141
Rv2143,0.02011453108857887
Rv2144c,0.014254668324174056
Rv2145c,0.01506283979495635
Rv2146c,0.015477160659687975
Rv2147c,0.015903806060927863
Rv2148c,0.015518884294318363
Rv2149c,0.013985509432163496
Rv2150c,0.018455524357815598
Rv2151c,0.014682060426361727
Rv2152c,0.01903014864858988
Rv2153c,0.010658417573305618
Rv2154c,0.017297341092734262
Rv2155c,0.012415550099298983
Rv2156c,0.014501547841537126
Rv2157c,0.012691401324482243
Rv2158c,0.012842004967289178
Rv2159c,0.012490685648437035
Rv2161c,0.009590432799085766
Rv2162c,0.00988964200501451
Rv2163c,0.013931231805728436
Rv2164c,0.009973234091700662
Rv2165c,0.012172167940062253
Rv2166c,0.01240261781060143
Rv2169c,0.01866134541660432
Rv2170,0.019966885414590043
Rv2171,0.016780223505665662
Rv2172c,0.015676397823057804
Rv2173,0.015558674764375828
Rv2174,0.017630536556228267
Rv2175c,0.01818334682374708
Rv2176,0.01481091750357182
Rv2177c,0.010274834040317314
Rv2178c,0.01790489589157557
Rv2179c,0.0180612041131078
Rv2180c,0.018210760352008158
Rv2181,0.017152824511276008
Rv2182c,0.013581251921259313
Rv2183c,0.012869670255734414
Rv2184c,0.016427437348042223
Rv2185c,0.01786391918866988
Rv2186c,0.014167572096880767
Rv2187,0.017770663395045457
Rv2188c,0.021721451070078467
Rv2189c,0.016658702272853695
Rv2190c,0.02031003660900607
Rv2191,0.019617914226603438
Rv2192c,0.017013708609790484
Rv2193,0.01434880241562604
Rv2194,0.016553464857834488
Rv2195,0.016877803308064956
Rv2196,0.017121131336855333
Rv2197c,0.01444414838648363
Rv2198c,0.012823180264625148
Rv2199c,0.01652205176999217
Rv2200c,0.018401566262717484
Rv2201,0.01745152892385199
Rv2202c,0.014571729020377023
Rv2203,0.017330028895977782
Rv2204c,0.014517370445928409
Rv2205c,0.013305218724032628
Rv2206,0.01171239430037218
Rv2207,0.013735415855585461
Rv2208,0.015646746186183873
Rv2209,0.014797817541340554
Rv2210c,0.01660230811054305
Rv2211c,0.019421628198228
Rv2212,0.018113486327356387
Rv2213,0.01863470020632598
Rv2214c,0.018561477686807385
Rv2215,0.01596347820311557
Rv2216,0.01847198015441958
Rv2217,0.02001203512015069
Rv2218,0.02072860600412488
Rv2219,0.016089202679402746
Rv2219A,0.014922668835379106
Rv2220,0.019422513831358155
Rv2221c,0.01929940995091231
Rv2222c,0.018383966024925286
Rv2223c,0.016239780656020147
Rv2224c,0.01659993766122125
Rv2225,0.014923141643296231
Rv2226,0.018395604815333727
Rv2227,0.01957639970872597
Rv2228c,0.021440357840917055
Rv2229c,0.018347139207204717
Rv2230c,0.01717038907048868
Rv2231B,0.004216282965066047
Rv2231c,0.017967507741957364
Rv2232,0.011101882006085693
Rv2234,0.011696430505934295
Rv2235,0.015402126515168058
Rv2236c,0.017033536644562093
Rv2237,0.017012036500265434
Rv2237A,0.010058540358046885
Rv2238c,0.020502638445635876
Rv2239c,0.015168805419919293
Rv2240c,0.018477581485790536
Rv2241,0.021479691438085518
Rv2242,0.01704594168396604
Rv2243,0.014166982676969512
Rv2244,0.015374294222526586
Rv2245,0.0141317363906469
Rv2246,0.015724285968961232
Rv2247,0.01606711185520576
Rv2248,0.013606868043780968
Rv2249c,0.016339415678340952
Rv2250c,0.012678553349764077
Rv2251,0.01638506451003357
Rv2252,0.01681045957515979
Rv2253,0.012994787199542841
Rv2254c,0.012929466057378871
Rv2256c,0.014445692831274637
Rv2257c,0.020560026056949725
Rv2258c,0.02005042656654525
Rv2259,0.01904185304635961
Rv2260,0.017859890107030735
Rv2263,0.012820465419686409
Rv2264c,0.0199676017167426
Rv2265,0.018688921259128573
Rv2266,0.019609297322719477
Rv2267c,0.011503321112750115
Rv2268c,0.016015441822773046
Rv2269c,0.0125344722785964
Rv2270,0.016769643418647874
Rv2271,0.016088546988022978
Rv2272,0.01716015760491785
Rv2273,0.01617190722624031
Rv2274A,0.008097430404898524
Rv2274c,0.007446730501009166
Rv2275,0.01840319492379092
Rv2276,0.017395813797940786
Rv2277c,0.013263536062742071
Rv2281,0.017917963507701033
Rv2282c,0.014239545934317725
Rv2283,0.007589031213479255
Rv2284,0.012047708566065771
Rv2285,0.012685324279865615
Rv2286c,0.01691237102687953
Rv2287,0.01890673323306215
Rv2288,0.019528476339298096
Rv2289,0.017863378109670203
Rv2290,0.017057903389791327
Rv2291,0.012891473056772894
Rv2292c,0.016793303226918355
Rv2293c,0.015489597193012537
Rv2294,0.017533285594132735
Rv2295,0.012316246835126549
Rv2296,0.015971141481485304
Rv2297,0.009327557185770207
Rv2298,0.017528772939076696
Rv2299c,0.019392514389143092
Rv2300c,0.019648638030389402
Rv2301,0.01782238467570485
Rv2302,0.019681196298575176
Rv2303c,0.01534088587070101
Rv2304c,0.014210400201516182
Rv2305,0.014950155717680344
Rv2307A,0.012482844465374593
Rv2307B,0.009152177552004023
Rv2307D,0.014017198116059863
Rv2307c,0.01910717675517035
Rv2308,0.012150171831626951
Rv2309A,0.014740418392688628
Rv2310,0.009078623444997743
Rv2311,0.012766110107068917
Rv2312,0.008605464713522372
Rv2313c,0.011501560772480962
Rv2314c,0.01858603122991913
Rv2315c,0.014693944949395545
Rv2316,0.01736235559358287
Rv2317,0.018053997667756724
Rv2318,0.01609957578600726
Rv2319c,0.012993733464814498
Rv2320c,0.014626226923515223
Rv2323c,0.011359937183777088
Rv2324,0.013121525986707055
Rv2325c,0.01689937027471032
Rv2326c,0.019172138373622267
Rv2327,0.019210521958549408
Rv2328,0.01515300247803673
Rv2329c,0.018405898654764132
Rv2330c,0.009263348666959674
Rv2331,0.01518836909258988
Rv2331A,0.009875027376468407
Rv2332,0.01348924961676705
Rv2333c,0.01873865976849023
Rv2334,0.02184094823254962
Rv2335,0.019152591800701762
Rv2336,0.014209956190031212
Rv2337c,0.01651609034963329
Rv2338c,0.013646889016654814
Rv2339,0.0153095064845966
Rv2340c,0.013083918291674082
Rv2341,0.015116327763235009
Rv2342,0.011968476776874164
Rv2343c,0.01933089033627696
Rv2344c,0.01415227182419562
Rv2345,0.016023446893611865
Rv2346c,0.017994641308131706
Rv2347c,0.014346503117965419
Rv2348c,0.01357531013615668
Rv2349c,0.01567316178491189
Rv2350c,0.01387342361183665
Rv2351c,0.017035135856114887
Rv2352c,0.009930021415251119
Rv2353c,0.008904207784576191
Rv2357c,0.01632491942100469
Rv2358,0.014767384575959809
Rv2359,0.01595507895991215
Rv2360c,0.013225494101067124
Rv2361c,0.012591005158386738
Rv2362c,0.012072058411278466
Rv2363,0.01911728529399491
Rv2364c,0.017680174408015448
Rv2366c,0.017394766330617845
Rv2367c,0.016572807202639876
Rv2368c,0.016228235810265685
Rv2369c,0.014260778848986988
Rv2370c,0.011151699086584966
Rv2371,0.010098415227299299
Rv2372c,0.014833093879865599
Rv2373c,0.011877105027756286
Rv2374c,0.014474492215160235
Rv2375,0.012877912007865226
Rv2376c,0.02188888504055847
Rv2377c,0.01207551015854809
Rv2378c,0.014966698455563584
Rv2379c,0.016455066678287618
Rv2380c,0.01811347267234179
Rv2381c,0.018618025512569695
Rv2382c,0.016298660503328607
Rv2383c,0.016251212266461416
Rv2384,0.013406232068161198
Rv2385,0.016913534147111504
Rv2386c,0.01287174248671471
Rv2387,0.015973581077063953
Rv2388c,0.015373616314026787
Rv2389c,0.014876466925704926
Rv2390c,0.014407010203265286
Rv2391,0.016900245394104837
Rv2392,0.017019613398988387
Rv2393,0.0175919513174564
Rv2394,0.01743254401736254
Rv2395,0.014232785935149999
Rv2395A,0.016492688946725193
Rv2395B,0.01478756140876275
Rv2396,0.01354662840380906
Rv2397c,0.019319378916173042
Rv2398c,0.01459575878135663
Rv2399c,0.014921845571860378
Rv2400c,0.014665723690755224
Rv2401,0.013914800944698706
Rv2401A,0.013707739206319812
Rv2402,0.013798808236562373
Rv2403c,0.015888905757324687
Rv2404c,0.014204606349267427
Rv2405,0.014780172633770041
Rv2406c,0.015152505070787222
Rv2407,0.010956025009627666
Rv2408,0.01490474150977871
Rv2409c,0.011869913736896838
Rv2410c,0.012571234104978263
Rv2411c,0.01448049003835635
Rv2412,0.019214144725724698
Rv2413c,0.014232499075675618
Rv2414c,0.01904276674603401
Rv2415c,0.018465632504056438
Rv2416c,0.016458690199431313
Rv2417c,0.017109241578606924
Rv2418c,0.01865083145575546
Rv2419c,0.019863248136430672
Rv2420c,0.017863128354930154
Rv2421c,0.017742663041330334
Rv2422,0.013807217610217791
Rv2423,0.014318552627366699
Rv2424c,0.013510061455421149
Rv2425c,0.020467949255457203
Rv2426c,0.017080429419077055
Rv2427c,0.017310936623438265
Rv2428,0.016881669588822746
Rv2429,0.016819272380164903
Rv2430c,0.016626421719143025
Rv2431c,0.013499704677428547
Rv2432c,0.009392648779924878
Rv2433c,0.0095474882686003
Rv2434c,0.016066858015536666
Rv2435c,0.012109714482915618
Rv2436,0.014808369824450291
Rv2437,0.01250801294120183
Rv2438A,0.010274546801323833
Rv2438c,0.016426190432689985
Rv2439c,0.014437524193989965
Rv2440c,0.014159678913311657
Rv2441c,0.017405407349537067
Rv2442c,0.014678119482085415
Rv2443,0.01769223025852278
Rv2444c,0.01842020368081789
Rv2445c,0.01888313548605548
Rv2446c,0.015396892320189077
Rv2447c,0.01718491783526873
Rv2448c,0.0164571392666544
Rv2449c,0.012545373397082542
Rv2450c,0.01448536306142855
Rv2451,0.017216777925159615
Rv2452c,0.01072867297146764
Rv2453c,0.022237078745756766
Rv2454c,0.019121974952320576
Rv2455c,0.017431923513030266
Rv2456c,0.010649866908184756
Rv2457c,0.013500269275726751
Rv2458,0.019491472911390986
Rv2459,0.016063130188285295
Rv2460c,0.018667046489345963
Rv2461c,0.01966733550141548
Rv2462c,0.014206400799897441
Rv2463,0.018116440581595686
Rv2464c,0.019777931690149287
Rv2465c,0.014293442174253358
Rv2466c,0.01871143046173187
Rv2467,0.015975720498761177
Rv2468A,0.016306583469286262
Rv2468c,0.01787125511536364
Rv2469c,0.013788858911673404
Rv2470,0.01700820358347149
Rv2471,0.021770304285957127
Rv2472,0.013196017462316176
Rv2473,0.011986955092093087
Rv2474c,0.017846388303350127
Rv2475c,0.015343207149542083
Rv2476c,0.02146664848969491
Rv2477c,0.017360520157891458
Rv2478c,0.010203437484903021
Rv2481c,0.01698456946884533
Rv2482c,0.018236744753526515
Rv2483c,0.012782516755952747
Rv2484c,0.012975175785334867
Rv2485c,0.018190264620146914
Rv2486,0.015899518564370614
Rv2487c,0.011065919772042123
Rv2488c,0.0229826778260887
Rv2489c,0.012596992253659154
Rv2490c,0.011260935076067095
Rv2491,0.008941455655799601
Rv2492,0.009437152963618679
Rv2493,0.010952926288109024
Rv2494,0.012135271016192708
Rv2495c,0.01651260390054719
Rv2496c,0.014807401546456718
Rv2497c,0.016869153425497902
Rv2498c,0.014901803523836875
Rv2499c,0.01221092360952977
Rv2500c,0.011832419436353664
Rv2501c,0.013343881697401548
Rv2502c,0.014894830237528989
Rv2503c,0.015133170431142073
Rv2504c,0.015895445874496924
Rv2505c,0.017303273475126276
Rv2506,0.013042596978519295
Rv2507,0.010639252572699716
Rv2508c,0.020630378671006182
Rv2509,0.018115640396986037
Rv2510c,0.018830624754869293
Rv2511,0.017662565509733583
Rv2513,0.011187692709386552
Rv2514c,0.011345845792303109
Rv2515c,0.013793376409667732
Rv2516c,0.01982988515630555
Rv2517c,0.01717617684809004
Rv2518c,0.017599294368098543
Rv2519,0.01911725771159748
Rv2520c,0.012954967863225607
Rv2521,0.010652672428544856
Rv2522c,0.014964598594657149
Rv2523c,0.013818924594019545
Rv2524c,0.014446210744477073
Rv2525c,0.015754639491741395
Rv2526,0.010800933843282644
Rv2527,0.015335321896333442
Rv2528c,0.016925251083393687
Rv2529,0.0192993640701495
Rv2530A,0.01560818594017199
Rv2530c,0.012861808408779984
Rv2531c,0.01674979639197842
Rv2532c,0.013029824722163455
Rv2533c,0.009787953749936353
Rv2534c,0.016005389199453768
Rv2535c,0.010682756128132652
Rv2536,0.016474513967370163
Rv2537c,0.015706081940150877
Rv2538c,0.017294649444570268
Rv2539c,0.013976687425639704
Rv2540c,0.01455055937173346
Rv2541,0.010533325927622319
Rv2542,0.02102994333296778
Rv2543,0.014881269468516237
Rv2544,0.007499484644557295
Rv2545,0.009604200931488774
Rv2546,0.012825690038488676
Rv2547,0.011753947879947149
Rv2548,0.013580964464149695
Rv2548A,0.012823781728577585
Rv2549c,0.017806078829696415
Rv2550c,0.015913609030703067
Rv2551c,0.012672280074251462
Rv2552c,0.019077927851810953
Rv2553c,0.01973604110162243
Rv2554c,0.0115767974128934
Rv2555c,0.02054025071680934
Rv2556c,0.012882352931571377
Rv2557,0.015693308889327247
Rv2558,0.016368462720579482
Rv2559c,0.0155769445786235
Rv2560,0.019405724360523704
Rv2563,0.019333323907963378
Rv2564,0.021591042340577855
Rv2565,0.016008665438949764
Rv2566,0.020663487792942623
Rv2567,0.01730263076657794
Rv2568c,0.01849675101064192
Rv2569c,0.013781001293219294
Rv2570,0.016316456630550005
Rv2571c,0.02339426494600436
Rv2572c,0.017750959917181407
Rv2573,0.01623776586829288
Rv2574,0.013402012060567759
Rv2575,0.012612102712132976
Rv2576c,0.014958214792345312
Rv2577,0.01653718722763077
Rv2578c,0.018210890081296897
Rv2579,0.01833176761927397
Rv2580c,0.020736998644105963
Rv2581c,0.018591500675330396
Rv2582,0.017148684333678738
Rv2583c,0.014281367984481413
Rv2584c,0.012924503279595951
Rv2585c,0.01309512811975522
Rv2586c,0.019654428493790576
Rv2587c,0.018299113942578427
Rv2588c,0.014992391027531088
Rv2589,0.016577315740108848
Rv2590,0.017377636625765778
Rv2591,0.01703009308491607
Rv2592c,0.018688031599590534
Rv2593c,0.01879740744218533
Rv2594c,0.01901410823998491
Rv2595,0.01043089068112258
Rv2596,0.010884889021898613
Rv2597,0.017035877457957992
Rv2598,0.01752994112631534
Rv2599,0.010979426730508259
Rv2600,0.019806591336394633
Rv2601,0.019977168416894255
Rv2601A,0.01569863626203983
Rv2602,0.013767182848425897
Rv2603c,0.017950854239049092
Rv2604c,0.015324183499272498
Rv2605c,0.01630218770643
Rv2606c,0.015587810893018616
Rv2607,0.016058153333754405
Rv2608,0.019579626816778876
Rv2609c,0.016373679330292632
Rv2610c,0.017772928550308313
Rv2611c,0.01728257281555071
Rv2612c,0.016544138284360566
Rv2613c,0.015388300488862212
Rv2614A,0.011313545510415102
Rv2614c,0.017040825394740403
Rv2615c,0.010582275589522929
Rv2616,0.020048879904183928
Rv2617c,0.017101942635293774
Rv2618,0.014988851215920586
Rv2619c,0.0077556539193416535
Rv2620c,0.01012651960759481
Rv2621c,0.010333433180571085
Rv2622,0.009668538631277264
Rv2623,0.015663023098383213
Rv2624c,0.01816164939292489
Rv2625c,0.01453000483949529
Rv2626c,0.014821452079512578
Rv2627c,0.014090972703448836
Rv2629,0.018195990074415084
Rv2630,0.01688661733900896
Rv2631,0.016715151250323877
Rv2632c,0.0197320382679624
Rv2633c,0.018964928642729917
Rv2634c,0.012017989715479351
Rv2635,0.009095396285754972
Rv2636,0.018487363454938264
Rv2637,0.02009547353873327
Rv2638,0.018044725529578504
Rv2639c,0.009832185414471891
Rv2640c,0.012853536033811973
Rv2641,0.016753301416690305
Rv2642,0.014241114205160567
Rv2643,0.011639417319479492
Rv2644c,0.014243215891870886
Rv2645,0.01359955754598131
Rv2646,0.017993687852213884
Rv2647,0.016701867768594822
Rv2650c,0.018238589158880845
Rv2651c,0.013993225800419586
Rv2652c,0.007463597776343365
Rv2653c,0.009926550484755423
Rv2654c,0.00922721457406387
Rv2655c,0.015893698654206687
Rv2656c,0.013040231379586362
Rv2657c,0.01888041649806584
Rv2658c,0.015212937673020715
Rv2659c,0.01748243825888782
Rv2661c,0.011221828975085245
Rv2662,0.009731941653692962
Rv2663,0.013486767615215462
Rv2664,0.01550835997019022
Rv2665,0.013144406356803343
Rv2667,0.009987960523510584
Rv2668,0.016297567367492057
Rv2669,0.016948219643503265
Rv2670c,0.020960544813755196
Rv2671,0.016993798759906777
Rv2672,0.016701040314341005
Rv2673,0.018744515482402215
Rv2674,0.010160621580751358
Rv2675c,0.015069605878173608
Rv2676c,0.014095963584504606
Rv2677c,0.014751127271929105
Rv2678c,0.01779065658386272
Rv2679,0.015475842116276487
Rv2680,0.016034591297915242
Rv2681,0.016246131111585058
Rv2682c,0.018872436371502526
Rv2683,0.01655808324820821
Rv2684,0.0180064433011939
Rv2685,0.015724521038822672
Rv2686c,0.013537335552065174
Rv2687c,0.012725824130368118
Rv2688c,0.015359538490028843
Rv2689c,0.01814177237778898
Rv2690c,0.017484049066793426
Rv2691,0.01726553983080718
Rv2692,0.01709489342750929
Rv2693c,0.019864579950902742
Rv2694c,0.02278801695479442
Rv2695,0.015769683321416914
Rv2696c,0.014737871853150156
Rv2697c,0.010875181611020362
Rv2698,0.01683858979127805
Rv2699c,0.02135117604311179
Rv2700,0.017002063121256208
Rv2701c,0.01717992085399773
Rv2702,0.013995472025645737
Rv2703,0.01438749545586344
Rv2704,0.01581668644187235
Rv2705c,0.01672148469545859
Rv2706c,0.01174106740208767
Rv2707,0.015838893101250247
Rv2708c,0.015711702843129782
Rv2709,0.01348846260123366
Rv2710,0.017913405155135346
Rv2711,0.018684526416742824
Rv2712c,0.017969316022831663
Rv2713,0.013989383070242408
Rv2714,0.010369349586529896
Rv2715,0.014526406452570806
Rv2716,0.01563780649206742
Rv2717c,0.007895331908747744
Rv2718c,0.011997552567528397
Rv2719c,0.020360282977115472
Rv2720,0.022463086522363757
Rv2721c,0.01868846942163751
Rv2722,0.011870292662326622
Rv2723,0.016463179896876224
Rv2724c,0.016289757386428683
Rv2725c,0.014821553633659557
Rv2726c,0.010705325959068437
Rv2727c,0.012493280445407566
Rv2728c,0.010691904595524222
Rv2729c,0.013248320982936298
Rv2730,0.014916012270647375
Rv2731,0.019652169078798923
Rv2732c,0.017512959573772673
Rv2733c,0.015598494686455279
Rv2734,0.013059154375784685
Rv2735c,0.02001762370605512
Rv2736c,0.018586760122812043
Rv2737c,0.0219137405864649
Rv2738c,0.014505283346018643
Rv2739c,0.015788498254325777
Rv2740,0.011034466090855418
Rv2741,0.005334616171309886
Rv2742c,0.01739052426113779
Rv2743c,0.019272628128286513
Rv2744c,0.02059659898494916
Rv2745c,0.018466146643742482
Rv2746c,0.012748249116828928
Rv2747,0.012132724522684667
Rv2748c,0.019077008015671033
Rv2749,0.007814024140742656
Rv2750,0.011819361044712283
Rv2751,0.012104406857893175
Rv2752c,0.015531333558219434
